Laptops_Name,Discounted_Price,Actual_Prices,Discount_offered,Processor,RAM,Operating System
Acer,"₹53,990","₹51,999",25% off,Intel Core i5 Processor (11th Gen),512 GB SSD,64 bit Windows 10 Operating System
HP,"₹29,990","₹1,29,999",62% off,AMD Ryzen 7 Octa Core Processor,1 TB SSD,Windows 11 Home Operating System
ASUS,"₹1,69,490","₹1,72,990",19% off,AMD Ryzen 9 Octa Core Processor,512 GB SSD,Windows 11 Operating System
Acer,"₹26,500","₹28,500",40% off,Intel Core i5 Processor (12th Gen),512 GB SSD,64 bit Windows 11 Operating System
CHUWI,"₹12,990","₹2,18,290",22% off,"Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD Storage",8 GB DDR4 RAM,Intel Celeron Dual Core Processor (11th Gen)
ASUS,"₹18,990","₹61,023",31% off,Intel Celeron Dual Core Processor,39.62 cm (15.6 inch) Display,Chrome Operating System
Acer,"₹99,990","₹92,999",38% off,Intel Core i7 Processor (11th Gen),1 TB SSD,64 bit Windows 11 Home Operating System
Acer,"₹34,890","₹29,999",45% off,Intel Core i7 Processor (13th Gen),1 TB SSD,Windows 11 Operating System
Acer,"₹41,990","₹34,999",23% off,Intel Core i5 Processor (13th Gen),512 GB SSD,Windows 11 Operating System
ASUS,"₹99,990","₹51,999",16% off,Intel Core i5 Processor (11th Gen),512 GB SSD,64 bit Windows 10 Operating System
Lenovo,"₹1,28,990","₹34,990",31% off,AMD Athlon Dual Core Processor,256 GB SSD,DOS Operating System
HP,"₹22,500","₹51,724",13% off,Intel Core i5 Processor (13th Gen),512 GB SSD,Windows 11 Operating System
DELL,"₹1,09,990","₹59,500",13% off,Intel Core i5 Processor (12th Gen),512 GB SSD,Windows 11 Operating System
CHUWI,"₹52,990","₹95,000",49% off,"Fan-less Design
(Low Power Consumption)",LPDDR4 4GB RAM,M.2 port for easy DIY upgrades
Acer,"₹79,990","₹1,35,000",36% off,Intel Core i5 Processor (12th Gen),512 GB SSD,64 bit Windows 11 Operating System
HP,"₹21,990","₹1,44,999",26% off,Intel Core i5 Processor (12th Gen),512 GB SSD,Windows 11 Operating System
DELL,"₹27,999","₹85,999",25% off,Intel Core i5 Processor (12th Gen),512 GB SSD,64 bit Windows 11 Operating System
CHUWI,"₹43,990","₹40,814",38% off,Intel Celeron Quad Core Processor (12th Gen),256 GB SSD,64 bit Windows 11 Home Operating System
Acer,"₹16,990","₹64,990",23% off,Intel Core i5 Processor (13th Gen),512 GB SSD,Windows 11 Operating System
Acer,"₹40,219","₹34,990",22% off,Intel Core i9 Processor (13th Gen),1 TB SSD,Windows 11 Operating System
Lenovo,"₹40,200","₹34,990",19% off,AMD Ryzen 7 Octa Core Processor,1 TB SSD,Windows 11 Operating System
HP,"₹75,990","₹49,990",45% off,Intel Core i3 Processor (11th Gen),512 GB SSD,64 bit Windows 10 Operating System
DELL,"₹1,17,900","₹38,990",15% off,Intel Core i7 Processor (12th Gen),1 TB SSD,64 bit Windows 11 Operating System
HP,"₹1,12,990","₹36,700",51% off,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,64 bit Windows 11 Operating System
Acer,"₹65,990","₹1,43,700",29% off,Intel Core i5 Processor (13th Gen),512 GB SSD,Windows 11 Operating System
DELL,"₹37,899","₹51,999",50% off,Intel Core i5 Processor (11th Gen),512 GB SSD,64 bit Windows 10 Operating System
ASUS,"₹36,990","₹1,29,999",22% off,Intel Core i3 Processor (12th Gen),512 GB SSD,Windows 11 Operating System
Acer,"₹12,990","₹3,17,990",23% off,Intel Core i5 Processor (12th Gen),512 GB SSD,64 bit Windows 11 Operating System
CHUWI,"₹18,990","₹85,500",8% off,"Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD Storage",8 GB DDR4 RAM,Intel Celeron Dual Core Processor (11th Gen)
HP,"₹36,990","₹61,023",37% off,Intel Core i7 Processor (13th Gen),512 GB SSD,Windows 11 Operating System
Lenovo,"₹27,990","₹92,999",35% off,Intel Core i3 Processor (10th Gen),256 GB SSD,64 bit Windows 10 Operating System
DELL,"₹30,200","₹1,32,300",3% off,Processor: Intel i3-1115G4 (Base- 1.7 GHz & Turbo up to 4.10 GHz) 2 Cores,"Display: 15.6"" FHD WVA AG Narrow Border",Graphics & Keyboard: Integrated & Standard Keyboard
DELL,"₹72,990","₹87,990",62% off,Processor: i5-11260H (Base: 2.60 GHz up to 4.40 GHz) 12MB Cache,"Display: 15.6"" FHD WVA AG 250 nits 120Hz Narrow Border, Keyboard & Warranty: Backlit Keyboard Orange & 1 Year Onsite Premium Support",Graphics: NVIDIA GEFORCE RTX 3050 (4GB GDDR6) TGP 90W
Acer,"₹41,990","₹68,199",19% off,Intel Core i7 Processor (13th Gen),1 TB SSD,Windows 11 Operating System
Acer,"₹99,990","₹2,06,989",33% off,Intel Core i5 Processor (13th Gen),512 GB SSD,Windows 11 Operating System
Acer,"₹2,66,990","₹51,999",46% off,AMD Ryzen 5 Quad Core Processor,512 GB SSD,Windows 11 Operating System
Lenovo,"₹67,000","₹1,44,999",45% off,Intel Core i3 Processor (11th Gen),256 GB SSD,64 bit Windows 10 Operating System
CHUWI,"₹52,990","₹85,800",23% off,"Fan-less Design
(Low Power Consumption)",LPDDR4 4GB RAM,M.2 port for easy DIY upgrades
Acer,"₹79,990","₹78,990",32% off,Intel Core i5 Processor (12th Gen),512 GB SSD,64 bit Windows 11 Operating System
ASUS,"₹1,16,480","₹34,990",13% off,AMD Ryzen 7 Octa Core Processor,1 TB SSD,Windows 11 Operating System
MICROSOFT,"₹55,990","₹85,999",13% off,Intel Core i5 Processor (12th Gen),256 GB SSD,Windows 11 Operating System
HP,"₹63,280","₹93,019",2% off,Intel Core i7 Processor (14th Gen),1 TB SSD,Windows 11 Operating System
ZEBRONICS,"₹1,79,990","₹57,600",13% off,Intel Core i5 Processor (11th Gen),512 GB SSD,Windows 11 Operating System
CHUWI,"₹43,990","₹36,990",13% off,Intel Celeron Quad Core Processor (12th Gen),256 GB SSD,64 bit Windows 11 Home Operating System
Acer,"₹1,12,990","₹74,090",32% off,Intel Core i5 Processor (13th Gen),512 GB SSD,Windows 11 Operating System
SAMSUNG,"₹70,999","₹34,990",23% off,Intel Core 5 Processor,512 GB SSD,Windows 11 Operating System
Infinix,"₹60,990","₹1,29,999",23% off,Intel Core i5 Processor (12th Gen),512 GB SSD,Windows 11 Operating System
HP,"₹12,990","₹1,02,500",3% off,AMD Ryzen 5 Hexa Core Processor,512 GB SSD,64 bit Windows 11 Operating System
Acer,"₹65,990","₹1,03,000",29% off,Intel Core i5 Processor (13th Gen),512 GB SSD,Windows 11 Operating System
Lenovo,"₹73,900","₹51,999",24% off,Intel Core i7 Processor (12th Gen),512 GB SSD,Windows 11 Operating System
ASUS,"₹34,990","₹61,023",31% off,AMD Ryzen 7 Octa Core Processor,512 GB SSD,Windows 11 Operating System
HP,"₹24,500","₹99,148",15% off,Intel Core i5 Processor (11th Gen),1 TB HDD|256 GB SSD,64 bit Windows 10 Operating System
SAMSUNG,"₹52,990","₹1,27,764",51% off,Intel Core Ultra 7 Processor,1 TB SSD,64 bit Windows 11 Operating System
Acer,"₹18,990","₹75,000",23% off,Intel Core i5 Processor (12th Gen),512 GB SSD,64 bit Windows 11 Operating System
CHUWI,"₹99,990","₹1,10,990",17% off,"Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD Storage",8 GB DDR4 RAM,Intel Celeron Dual Core Processor (11th Gen)
HP,"₹85,999","₹51,999",50% off,Intel Core i5 Processor (12th Gen),512 GB SSD,Windows 11 Operating System
MSI,"₹84,440","₹34,990",17% off,Intel Core i7 Processor (12th Gen),512 GB SSD,Windows 11 Operating System
Acer,"₹41,990","₹27,990",22% off,Intel Core i7 Processor (13th Gen),1 TB SSD,Windows 11 Operating System
Acer,"₹52,990","₹69,175",23% off,Intel Core i5 Processor (13th Gen),512 GB SSD,Windows 11 Operating System
HP,"₹80,969","₹1,44,999",13% off,Intel Core i5 Processor (12th Gen),512 GB SSD,64 bit Windows 11 Operating System
Lenovo,"₹1,07,990","₹85,999",23% off,AMD Ryzen 5 Quad Core Processor,512 GB SSD,Windows 11 Operating System
ASUS,"₹62,000","₹57,990",62% off,Intel Celeron Dual Core Processor (10th Gen),256 GB SSD,Windows 11 Operating System
Lenovo,"₹86,899","₹86,000",19% off,Intel Core i5 Processor (11th Gen),512 GB SSD,Windows 11 Operating System
CHUWI,"₹43,990","₹1,48,999",29% off,"Fan-less Design
(Low Power Consumption)",LPDDR4 4GB RAM,M.2 port for easy DIY upgrades
Acer,"₹16,990","₹27,000",15% off,Intel Core i5 Processor (12th Gen),512 GB SSD,64 bit Windows 11 Operating System
HP,"₹20,400","₹34,990",37% off,Intel Core i7 Processor (11th Gen),512 GB SSD,64 bit Windows 11 Operating System
ASUS,"₹63,999","₹34,990",34% off,Intel Core i5 Processor (12th Gen),512 GB SSD,Windows 11 Operating System
CHUWI,"₹1,12,990","₹36,424",45% off,Intel Celeron Quad Core Processor (12th Gen),256 GB SSD,64 bit Windows 11 Home Operating System
Acer,"₹65,990","₹1,15,990",23% off,Intel Core i5 Processor (13th Gen),512 GB SSD,Windows 11 Operating System
HP,"₹41,990","₹51,999",28% off,Intel Core i5 Processor (12th Gen),512 GB SSD,Windows 11 Operating System
HP,"₹72,855","₹1,29,999",23% off,Intel Core i7 Processor (13th Gen),512 GB SSD,64 bit Windows 11 Operating System
HP,"₹1,29,990","₹71,290",13% off,Intel Core i5 Processor (11th Gen),512 GB SSD,64 bit Windows 11 Operating System
ASUS,"₹17,900","₹3,95,990",13% off,Intel Core i5 Processor (12th Gen),512 GB SSD,64 bit Windows 11 Operating System
Acer,"₹12,990","₹93,766",23% off,Intel Core i5 Processor (12th Gen),512 GB SSD,64 bit Windows 11 Operating System
CHUWI,"₹18,990","₹1,28,990",34% off,"Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD Storage",8 GB DDR4 RAM,Intel Celeron Dual Core Processor (11th Gen)
Acer,"₹32,990","₹61,023",23% off,Intel Celeron Dual Core Processor,128 GB SSD,64 bit Windows 11 Operating System
DELL,"₹74,000","₹92,999",24% off,Intel Core i3 Processor (11th Gen),512 GB SSD,64 bit Windows 10 Operating System
Acer,"₹41,990","₹55,990",17% off,Intel Core i7 Processor (13th Gen),1 TB SSD,Windows 11 Operating System
Acer,"₹99,990","₹51,999",17% off,Intel Core i5 Processor (13th Gen),512 GB SSD,Windows 11 Operating System
ASUS,"₹49,250","₹34,990",25% off,AMD Ryzen 5 Quad Core Processor,512 GB SSD,32 bit Windows 11 Operating System
Lenovo,"₹3,29,990","₹1,24,999",12% off,Intel Core i7 Processor (8th Gen),512 GB SSD,64 bit Windows 10 Operating System
Acer,"₹86,990","₹55,000",33% off,AMD Ryzen 7 Octa Core Processor (12th Gen),512 GB SSD,Windows 11 Operating System
Acer,"₹99,990","₹49,509",15% off,Intel Celeron Dual Core Processor,29.46 cm (11.6 inch) Display,Chrome Operating System
CHUWI,"₹52,990","₹1,45,718",51% off,"Fan-less Design
(Low Power Consumption)",LPDDR4 4GB RAM,M.2 port for easy DIY upgrades
Acer,"₹79,990","₹1,44,999",42% off,Intel Core i5 Processor (12th Gen),512 GB SSD,64 bit Windows 11 Operating System
